CLASS_NAME	PERSON_FULL_NAME	BEGIN_HH_TIME	SECTION_END_DATE	AVAIL_SEAT	DAY_CODE	BLDG_CODE	BEGIN_MM_TIME	FK_CDI_INSTR_TYPE	FK_SPM_SPCL_MTG_CD	COUNT_ON_WAITLIST	END_HH_TIME	PRIMARY_INSTR_FLAG	LONG_DESC	END_MM_TIME	SECTION_START_DATE	STP_ENRLT_FLAG	SCTN_ENRLT_QTY	START_DATE	ROOM_CODE	SECTION_NUMBER	SECT_CODE	BEFORE_DESC	SCTN_CPCTY_QTY	FK_SST_SCTN_STATCD
COGS 298	Hollan, James D.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925728	012	 	9999	AC	
COGS 298	Jernigan, Terry Lynne	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925729	013	 	9999	AC	
COGS 298	Kirsh, David Joel	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925730	014	 	9999	AC	
COGS 298	Klemmer, Scott R	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925731	015	 	9999	AC	
COGS 298	Kutas, Marta	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925732	016	 	9999	AC	
COGS 298	Mukamel, Eran A	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925733	017	 	9999	AC	
COGS 298	Nitz, Douglas A.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925734	018	 	9999	AC	
COGS 298	Nunez, Rafael E	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925735	019	 	9999	AC	
COGS 298	Pineda, Jaime A	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925736	020	 	9999	AC	
COGS 298	Rangel, Lara M	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925737	021	 	9999	AC	
COGS 298	Rossano, Federico	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925738	022	 	9999	AC	
COGS 298	Saygin, Ayse P	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925739	023	 	9999	AC	
COGS 298	Tu, Zhuowen	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925740	024	 	9999	AC	
COGS 298	Voytek, Bradley Thomas	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925741	025	 	9999	AC	
COGS 298	Yu, Angela J.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925742	026	 	9999	AC	
COGS 299	Bergen, Benjamin	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925743	001	 	9999	AC	
COGS 299	Boroditsky, Lera	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925744	002	 	9999	AC	
COGS 299	Boyle, Mary E. T.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925745	003	 	9999	AC	
COGS 299	Chiba, Andrea	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925746	004	 	9999	AC	
COGS 299	Coulson, Seana M	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925747	005	 	9999	AC	
COGS 299	Creel, Sarah	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925748	006	 	9999	AC	
COGS 299	De Sa, Virginia	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925749	007	 	9999	AC	
COGS 299	Deak, Gedeon O.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925750	008	 	9999	AC	
COGS 299	Dow, Steven P	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925751	009	 	9999	AC	
COGS 299	Elman, Jeffrey L.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925752	010	 	9999	AC	
COGS 299	Guo, Philip J	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925753	011	 	9999	AC	
COGS 299	Hollan, James D.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925754	012	 	9999	AC	
COGS 299	Jernigan, Terry Lynne	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925755	013	 	9999	AC	
COGS 299	Kirsh, David Joel	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925756	014	 	9999	AC	
COGS 299	Klemmer, Scott R	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925757	015	 	9999	AC	
COGS 299	Kutas, Marta	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925758	016	 	9999	AC	
COGS 299	Mukamel, Eran A	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925759	017	 	9999	AC	
COGS 299	Nitz, Douglas A.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925760	018	 	9999	AC	
COGS 299	Nunez, Rafael E	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925761	019	 	9999	AC	
COGS 299	Pineda, Jaime A	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925762	020	 	9999	AC	
COGS 299	Rangel, Lara M	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925763	021	 	9999	AC	
COGS 299	Rossano, Federico	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925764	022	 	9999	AC	
COGS 299	Saygin, Ayse P	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925765	023	 	9999	AC	
COGS 299	Tu, Zhuowen	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925766	024	 	9999	AC	
COGS 299	Voytek, Bradley Thomas	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925767	025	 	9999	AC	
COGS 299	Yu, Angela J.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925768	026	 	9999	AC	
COGS 3	Boyle, Mary E. T.	15	2018-03-16	30	1	CSB  	0	LA	  	0	15	Y	                              	50	2018-01-08	N	0	2018-01-08	115  	925525	A01	 	30	AC	
COGS 3	Boyle, Mary E. T.	14	2018-03-16	30	3	CSB  	0	LA	  	0	14	Y	                              	50	2018-01-08	N	0	2018-01-08	115  	925526	A02	 	30	AC	
COGS 3	Boyle, Mary E. T.	13	2018-03-16	30	3	CSB  	0	LA	  	0	13	Y	                              	50	2018-01-08	N	0	2018-01-08	115  	925527	A03	 	30	AC	
COGS 3	Boyle, Mary E. T.	10	2018-03-16	30	5	CSB  	0	LA	  	0	10	Y	                              	50	2018-01-08	N	0	2018-01-08	115  	925528	A04	 	30	AC	
COGS 3	Boyle, Mary E. T.	11	2018-03-16	30	5	CSB  	0	LA	  	0	11	Y	                              	50	2018-01-08	N	0	2018-01-08	115  	925529	A05	 	30	AC	
COGS 3	Boyle, Mary E. T.	13	2018-03-16	150	135	MANDE	0	LE	  	0	13	Y	                              	50	2018-01-08	N	0	2018-01-08	B-210	925524	A00	 	150	NC	
COGS 3	Boyle, Mary E. T.	11	2018-03-16	150	5	MANDE	30	LE	FI	0	14	Y	                              	29	2018-01-08	N	0	2018-03-23	B-210	925524	A00	 	150	NC	
COGS 500	Boroditsky, Lera	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925769	001	 	9999	AC	
COGS 500	Boyle, Mary E. T.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925770	002	 	9999	AC	
COGS 500	Creel, Sarah	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925771	003	 	9999	AC	
COGS 500	De Sa, Virginia	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925772	004	 	9999	AC	
COGS 500	Dow, Steven P	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925773	005	 	9999	AC	
COGS 500	Johnson, Christine M.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925774	006	 	9999	AC	
COGS 500	Kirsh, David Joel	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925775	007	 	9999	AC	
COGS 500	Klemmer, Scott R	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925776	008	 	9999	AC	
COGS 500	Nitz, Douglas A.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925777	009	 	9999	AC	
COGS 500	Rangel, Lara M	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925778	010	 	9999	AC	
COGS 500	Rossano, Federico	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925779	011	 	9999	AC	
COGS 500	Saygin, Ayse P	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925780	012	 	9999	AC	
COGS 500	Tu, Zhuowen	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925781	013	 	9999	AC	
COGS 500	Voytek, Bradley Thomas	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925782	014	 	9999	AC	
COGS 500	Yang, Dorothy Daw-Shin	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925783	015	 	9999	AC	
COGS 500	Yu, Angela J.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	925784	016	 	9999	AC	
COGS 99	Staff	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	 	                              	0	2018-01-08	N	0	 	TBA	925549	001	 	9999	AC	
COMM 10	Boateng, Boatema	12	2018-03-16	26	1	CENTR	0	DI	  	0	12	Y	                              	50	2018-01-08	N	0	2018-01-08	217A 	924150	A01	 	26	AC	
COMM 10	Boateng, Boatema	13	2018-03-16	26	1	CENTR	0	DI	  	0	13	Y	                              	50	2018-01-08	N	0	2018-01-08	217A 	924151	A02	 	26	AC	
COMM 10	Boateng, Boatema	9	2018-03-16	26	2	SOLIS	0	DI	  	0	9	Y	                              	50	2018-01-08	N	0	2018-01-08	109  	924152	A03	 	26	AC	
COMM 10	Boateng, Boatema	10	2018-03-16	26	2	SOLIS	0	DI	  	0	10	Y	                              	50	2018-01-08	N	0	2018-01-08	109  	924153	A04	 	26	AC	
COMM 10	Boateng, Boatema	15	2018-03-16	26	3	HSS  	0	DI	  	0	15	Y	                              	50	2018-01-08	N	0	2018-01-08	2152 	924154	A05	 	26	AC	
COMM 10	Boateng, Boatema	16	2018-03-16	26	3	HSS  	0	DI	  	0	16	Y	                              	50	2018-01-08	N	0	2018-01-08	2152 	924155	A06	 	26	AC	
COMM 10	Boateng, Boatema	13	2018-03-16	26	5	YORK 	0	DI	  	0	13	Y	                              	50	2018-01-08	N	0	2018-01-08	3000A	924156	A07	 	26	AC	
COMM 10	Boateng, Boatema	10	2018-03-16	26	3	HSS  	0	DI	  	0	10	Y	                              	50	2018-01-08	N	0	2018-01-08	2154 	924157	A08	 	26	AC	
COMM 10	Boateng, Boatema	14	2018-03-16	215	135	LEDDN	0	LE	  	0	14	Y	                              	50	2018-01-08	N	0	2018-01-08	AUD  	924149	A00	 	215	NC	
COMM 10	Boateng, Boatema	15	2018-03-16	215	1	LEDDN	0	LE	FI	0	17	Y	                              	59	2018-01-08	N	0	2018-03-19	AUD  	924149	A00	 	215	NC	
COMM 101	Martinico, Daniel J	9	2018-03-16	20	2	MCC  	30	DI	  	0	12	Y	                              	20	2018-01-08	N	0	2018-01-08	222  	924170	A01	 	20	AC	
COMM 101	Martinico, Daniel J	9	2018-03-16	20	3	MCC  	0	DI	  	0	11	Y	                              	50	2018-01-08	N	0	2018-01-08	222  	924171	A02	 	20	AC	
COMM 101	Martinico, Daniel J	14	2018-03-16	20	4	MCC  	30	DI	  	0	17	Y	                              	20	2018-01-08	N	0	2018-01-08	222  	924172	A03	 	20	AC	
COMM 101	Martinico, Daniel J	9	2018-03-16	20	5	MCC  	0	DI	  	0	11	Y	                              	50	2018-01-08	N	0	2018-01-08	222  	924173	A04	 	20	AC	
COMM 101	Martinico, Daniel J	12	2018-03-16	20	2	MCC  	30	DI	  	0	15	Y	                              	20	2018-01-08	N	0	2018-01-08	222  	929146	A05	 	20	AC	
COMM 101	Martinico, Daniel J	12	2018-03-16	20	3	MCC  	0	DI	  	0	14	Y	                              	50	2018-01-08	N	0	2018-01-08	222  	929147	A06	 	20	AC	
COMM 101	Martinico, Daniel J	17	2018-03-16	80	13	CENTR	0	LE	  	0	18	Y	                              	20	2018-01-08	N	0	2018-01-08	109  	924169	A00	 	80	NC	
COMM 101	Martinico, Daniel J	19	2018-03-16	80	1	CENTR	0	LE	FI	0	21	Y	                              	59	2018-01-08	N	0	2018-03-19	109  	924169	A00	 	80	NC	
COMM 102C	Campion, Camille E	15	2018-03-16	6	1	     	30	FW	  	0	18	Y	                              	0	2018-01-08	N	0	2018-01-08	     	924175	A01	 	6	AC	
COMM 102C	Campion, Camille E	15	2018-03-16	6	2	     	30	FW	  	0	18	Y	                              	0	2018-01-08	N	0	2018-01-08	     	924176	A02	 	6	AC	
COMM 102C	Campion, Camille E	15	2018-03-16	6	3	     	30	FW	  	0	18	Y	                              	0	2018-01-08	N	0	2018-01-08	     	924177	A03	 	6	AC	
COMM 102C	Campion, Camille E	9	2018-03-16	18	4	MCC  	30	LE	  	0	12	Y	                              	20	2018-01-08	N	0	2018-01-08	133  	924174	A00	 	18	NC	
COMM 102D	Simon Salazar, Harry Love	15	2018-03-16	7	1	     	30	FW	  	0	18	Y	                              	0	2018-01-08	N	0	2018-01-08	     	924179	A01	 	7	AC	
COMM 102D	Simon Salazar, Harry Love	15	2018-03-16	7	3	     	30	FW	  	0	18	Y	                              	0	2018-01-08	N	0	2018-01-08	     	924180	A02	 	7	AC	
COMM 102D	Simon Salazar, Harry Love	14	2018-03-16	7	3	     	0	FW	  	0	17	Y	                              	30	2018-01-08	N	0	2018-01-08	     	924181	A03	 	7	AC	
COMM 102D	Simon Salazar, Harry Love	9	2018-03-16	21	4	MCC  	30	LE	  	0	12	Y	                              	20	2018-01-08	N	0	2018-01-08	250  	924178	A00	 	21	NC	
COMM 113T	Tanaka, Stefan A.	15	2018-03-16	40	24	MCC  	30	LE	  	0	16	Y	                              	50	2018-01-08	N	0	2018-01-08	201  	929129	A00	 	40	AC	
COMM 113T	Tanaka, Stefan A.	15	2018-03-16	40	2	MCC  	0	LE	FI	0	17	Y	                              	59	2018-01-08	N	0	2018-03-20	201  	929129	A00	 	40	AC	
COMM 120N	Staff	15	2018-03-16	60	135	PCYNH	0	LE	  	0	15	 	                              	50	2018-01-08	N	0	2018-01-08	121  	929106	A00	 	60	AC	
COMM 120N	Staff	15	2018-03-16	60	3	PCYNH	0	LE	FI	0	17	 	                              	59	2018-01-08	N	0	2018-03-21	121  	929106	A00	 	60	AC	
COMM 190	Serlin, David	14	2018-03-16	23	3	MCC  	0	SE	  	0	16	Y	                              	50	2018-01-08	N	0	2018-01-08	133  	924207	A00	 	23	AC	
COMM 190	Vasquez, Olga A.	13	2018-03-16	23	1	MCC  	0	SE	  	0	15	Y	                              	50	2018-01-08	N	0	2018-01-08	133  	924208	B00	 	23	AC	
COMM 190	Staff	9	2018-03-16	23	5	MCC  	0	SE	  	0	11	 	                              	50	2018-01-08	N	0	2018-01-08	133  	924209	C00	 	23	AC	
COMM 190	Hartouni, Valerie A	9	2018-03-16	23	1	MCC  	0	SE	  	0	11	Y	                              	50	2018-01-08	N	0	2018-01-08	133  	924210	D00	 	23	AC	
COMM 193	Martinico, Daniel J	0	2018-03-16	10	 	TBA	0	LE	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924211	A00	 	10	AC	
COMM 194	Kernell, Samuel H.	0	2018-03-16	10	 	TBA	0	SE	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924212	A00	 	10	AC	
COMM 198	Ahn, Patricia Jeehyun	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924214	001	 	9999	AC	
COMM 198	Alac, Morana	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924215	002	 	9999	AC	
COMM 198	Anderson, Patrick W.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924216	003	 	9999	AC	
COMM 198	Boateng, Boatema	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924217	004	 	9999	AC	
COMM 198	Booker, Angela N	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924218	005	 	9999	AC	
COMM 198	Cole, Michael	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924219	006	 	9999	AC	
COMM 198	Cordoba Azcarate, Matilde	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924220	007	 	9999	AC	
COMM 198	Davis, Zeinabu I.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924221	008	 	9999	AC	
COMM 198	Dominguez Rubio, Fernando	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924222	009	 	9999	AC	
COMM 198	Fields, Gary	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924223	010	 	9999	AC	
COMM 198	Gates, Kelly	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924224	011	 	9999	AC	
COMM 198	Goldfarb, Brian	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924225	012	 	9999	AC	
COMM 198	Hallin, Daniel C	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924226	013	 	9999	AC	
COMM 198	Hartouni, Valerie A	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924227	014	 	9999	AC	
COMM 198	Horwitz, Robert B	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924228	015	 	9999	AC	
COMM 198	Humphries, Tom L.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924229	016	 	9999	AC	
COMM 198	Irani, Lilly C	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924230	017	 	9999	AC	
COMM 198	Kidman, Shawna F	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924231	018	 	9999	AC	
COMM 198	Mukerji, Chandra	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924232	019	 	9999	AC	
COMM 198	Padden, Carol Ann	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924233	020	 	9999	AC	
COMM 198	Pezzoli, Keith	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924234	021	 	9999	AC	
COMM 198	Serlin, David	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924235	022	 	9999	AC	
COMM 198	Sims, Christopher O	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924236	023	 	9999	AC	
COMM 198	Tanaka, Stefan A.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924237	024	 	9999	AC	
COMM 198	Vasquez, Olga A.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924238	025	 	9999	AC	
COMM 198	Zilberg, Elana	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924239	026	 	9999	AC	
COMM 199	Ahn, Patricia Jeehyun	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924240	001	 	9999	AC	
COMM 199	Alac, Morana	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924241	002	 	9999	AC	
COMM 199	Anderson, Patrick W.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924242	003	 	9999	AC	
COMM 199	Boateng, Boatema	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924243	004	 	9999	AC	
COMM 199	Booker, Angela N	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924244	005	 	9999	AC	
COMM 199	Cole, Michael	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924245	006	 	9999	AC	
COMM 199	Cordoba Azcarate, Matilde	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924246	007	 	9999	AC	
COMM 199	Davis, Zeinabu I.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924247	008	 	9999	AC	
COMM 199	Dominguez Rubio, Fernando	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924248	009	 	9999	AC	
COMM 199	Fields, Gary	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924249	010	 	9999	AC	
COMM 199	Gates, Kelly	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924250	011	 	9999	AC	
COMM 199	Goldfarb, Brian	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924251	012	 	9999	AC	
COMM 199	Hallin, Daniel C	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924252	013	 	9999	AC	
COMM 199	Hartouni, Valerie A	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924253	014	 	9999	AC	
COMM 199	Horwitz, Robert B	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924254	015	 	9999	AC	
COMM 199	Humphries, Tom L.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924255	016	 	9999	AC	
COMM 199	Irani, Lilly C	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924256	017	 	9999	AC	
COMM 199	Kidman, Shawna F	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924257	018	 	9999	AC	
COMM 199	Mukerji, Chandra	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924258	019	 	9999	AC	
COMM 199	Padden, Carol Ann	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924259	020	 	9999	AC	
COMM 199	Pezzoli, Keith	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924260	021	 	9999	AC	
COMM 199	Serlin, David	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924261	022	 	9999	AC	
COMM 199	Sims, Christopher O	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924262	023	 	9999	AC	
COMM 199	Tanaka, Stefan A.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924263	024	 	9999	AC	
COMM 199	Vasquez, Olga A.	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924264	025	 	9999	AC	
COMM 199	Zilberg, Elana	0	2018-03-16	9999	 	TBA	0	IN	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	924265	026	 	9999	AC	
CONT 150A	Moore, John C.	16	2018-03-16	25	4	     	0	SE	  	0	17	Y	                              	45	2018-01-08	N	0	2018-01-08	     	930132	A00	 	25	NC	
CONT 150A	Moore, John C.	0	2018-03-16	25	 	TBA	0	FW	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	930133	A01	 	25	AC	
CONT 150B	Moore, John C.	0	2018-03-16	25	 	TBA	0	FW	TBA	0	0	Y	                              	0	2018-01-08	N	0	 	TBA	930134	A00	 	25	AC	
